train_number,train_name,station_name,departure,source,destination
12165,MUMBAI LTT - VARANASI Ratnagiri Exp,LOKMANYA TILAK TERM,05:20:00,NA,NA
16348,Trivandrum Express,MANGALORE CNTL,14:30:00,Mangalore Cntl,Trivandrum Cntl
59092,Nandurbar Surat Passenger,NANDURBAR,02:45:00,NA,NA
15766,Alipur Duar-New Jalpaiguri Intercity Express,ALIPUR DUAR JN,15:30:00,NA,NA
51189,ITARSI - ALLAHABAD Passenger,ITARSI JN,08:30:00,NA,NA
11051,Solapur-Kolhapur Express,SOLAPUR JN,08:10:00,NA,NA
56889,Tiruvarur Tiruturaipudi Passenger,THIRUVARUR JN,20:00:00,NA,NA
11423,Solapur - Hubli Express,SOLAPUR JN,06:25:00,NA,NA
56917,Bangalore Shimoga Slip,BIRUR JN,11:30:00,NA,NA
12790,Kanyakumari Rameswaram SF Express,KANYAKUMARI,22:00:00,NA,NA
14887,Kalka - Sriganganar Express (Slip),Kalka,21:45:00,NA,NA
6006,Kollam-Chennai Central SF Special,KOLLAM JN,17:50:00,NA,NA
25631,Bikaner Guwahati Express,BIKANER JN,23:45:00,NA,NA
12844,Ahmedabad Puri Superfast Express,AHMEDABAD JN,18:00:00,NA,NA
57229,Machilipatnam Visakhapatnam Fast Passenger,Machilipatnam,21:15:00,NA,NA
13508,Gorakhpur-Asansol Express,GORAKHPUR JN,20:55:00,NA,NA
59388,Indore Bg Nagda Passenger,INDORE JN BG,08:30:00,NA,NA
11026,Pune Manmad Express,PUNE JN,12:50:00,NA,NA
54470,Etah Tundla Passenger,Etah,16:00:00,NA,NA
16628,West Coast Express,MANGALORE CNTL,21:45:00,NA,NA
52172,Sheopur Gwalior Passenger,Sheopur Kalan,06:10:00,NA,NA
11471,Indore-Jabalpur Overnight Express,INDORE JN BG,17:45:00,NA,NA
18007,Shalimar-Baripada Express,KOLKATA SHALIMAR,06:40:00,NA,NA
12650,Karnataka Sampark Kranti Express,DELHI H NIZAMUDDIN,06:45:00,NA,NA
12741,VASCO DA GAMA - PATNA SF Exp,VASCO DA GAMA,19:10:00,NA,NA
7144,Shahu Maharaj T. Kolhapur - Hyderabad Special,C SHAHU M RAJ KOLHAPUR TERM,07:30:00,NA,NA
17035,Telangana Express,SECUNDERABAD JN,08:20:00,Secunderabad Junction,Sirpur Kagazngr
13246,Capital Express,DANAPUR,22:15:00,Danapur,New Jalpaiguri
58134,Jhsrsuguda Rourkela Passenger,JHARSUGUDA JN,09:00:00,NA,NA
22407,Varanasi-Delhi Anand Vihar Terminus Garib Rath,VARANASI JN,19:30:00,NA,NA
56641,Verna Mangalore Passenger,VERNA,13:55:00,NA,NA
11040,Gondia-Solapur Maharashtra Express Slip,GONDIA JN,08:20:00,NA,NA
19916,Ahmedabad Mahesana InterCity,AHMEDABAD JN,07:45:00,NA,NA
12113,Pune-Nagpur Garib Rath Express,PUNE JN,17:40:00,NA,NA
40706,Tirumalpur Chennai Beach Fast EMU,TIRUMALPUR,07:50:00,NA,NA
11454,Prerna Express,NAGPUR,09:35:00,NA,NA
12480,MUMBAI BANDRA - JODHPUR Suryanagari SF Exp,MUMBAI BANDRA TERMINUS,13:30:00,NA,NA
13305,Dhanbad-Gaya InterCity,DHANBAD JN,06:10:00,NA,NA
53630,Gaya Kiul Passenger,GAYA JN,19:00:00,NA,NA
14007,Muzaffarpur-Old Delhi Sadbhavna Express,MUZAFFARPUR JN,04:15:00,NA,NA
11089,BHAGAT KI KOTHI - PUNE Exp,BHAGAT KI KOTHI,05:33:00,NA,NA
15014,Ranikhet Express,KATHGODAM,20:40:00,Kathgodam,Jaisalmer
54503,Delhi Bhiwani Passenger,OLD DELHI,16:45:00,NA,NA
12356,Archana Express,JAMMU TAWI,20:15:00,Jammu Tawi,Rjndr Ngr Bihar
15903,Dibrugarh-Chandigarh Weekly Express,DIBRUGARH,08:40:00,NA,NA
16649,Parasuram Express,MANGALORE CNTL,04:40:00,Mangalore Cntl,Nagercoil Junction
57652,Repalle Secunderabad Passenger,Repalle,07:00:00,NA,NA
15272,Muzzafarpur-Howrah JanSadharan Express,MUZAFFARPUR JN,15:20:00,NA,NA
52329,Forbesganj-Saharsa Passenger,FORBESGANJ,21:30:00,NA,NA
14216,Ganga Gomti Express,LUCKNOW,18:00:00,Lucknow Nr,Allahabad Junction
56517,Chitradurga Harihar Passenger,Chitradurg,17:45:00,NA,NA
52034,Pratapnagar Jambusar Mix Passenger,Pratapnagar,18:10:00,NA,NA
55713,NEW JALPAIGURI - DEKARGAON Pass,NEW JALPAIGURI,07:30:00,NA,NA
11016,Kushinagar Express,GORAKHPUR JN,19:05:00,Gorakhpur Junction,Lokmanyatilak T
54013,Rohtak Bhiwani Passenger,ROHTAK JN,14:10:00,NA,NA
11472,Jabalpur-Indore Express,JABALPUR,23:00:00,NA,NA
47199,Falaknuma Hyderabad MMTS,KACHEGUDA FALAKNUMA,13:40:00,NA,NA
14208,Padmavat Express,OLD DELHI,19:50:00,Delhi,Partapgarh Junction
47139,Lingampalli Hyderabad MMTS,LINGAMPALLI,15:05:00,NA,NA
12671,Nilgiri (Blue Mountain) Express,CHENNAI CENTRAL,21:00:00,NA,NA
57642,GADAG - SOLAPUR PASSENGER,GADAG JN,00:00:00,NA,NA
12828,Howrah Express,PURULIA JN,05:30:00,NA,NA
55618,Guwahati New Bongaigaon Passenger,GUWAHATI,07:10:00,NA,NA
10002,Satpura Express,JABALPUR,05:30:00,Jabalpur,Balaghat Junction
14661,Delhi Barmer Link Express,JODHPUR JN,05:05:00,NA,NA
12437,Secunderabad Rajdhani Express,SECUNDERABAD JN,12:45:00,NA,NA
57256,Visakhapatnam Kakinada Port passenger,VISHAKAPATNAM,17:00:00,NA,NA
12948,Azimabad Express,PATNA JN,23:30:00,Patna Junction,Ahmedabad Junction
54232,Lucknow-Faizabad Passenger,LUCKNOW,04:45:00,NA,NA
12233,Lucknow New Delhi AC Express,LUCKNOW,23:30:00,NA,NA
55119,Gorakhpur Varanasi Passenger,GORAKHPUR JN,14:30:00,NA,NA
13319,Baidyanthdham-Ranchi Express,Baidyanathdham Deoghar,05:00:00,NA,NA
55118,Bhatni Chhapra Passenger,BHATNI JN,17:10:00,NA,NA
14124,Kanpur Pratapgarh InterCity Express,KANPUR CENTRAL,17:35:00,NA,NA
22688,Chandigarh Chennai Express,CHANDIGARH,07:45:00,NA,NA
8568,Shirdi-Visakhapatnam Weekly Special,SAINAGAR SHIRDI,18:20:00,NA,NA
54238,Faizabad Mankapur Passenger,FAIZABAD JN,04:50:00,NA,NA
17057,Mumbai-Secunderabad Devagiri Expres,MUMBAI CST,21:05:00,NA,NA
13419,Jan Sewa Express,BHAGALPUR,14:05:00,NA,NA
12757,Tirupati-Coimbatore Intercity Express,TIRUPATI MAIN,14:50:00,NA,NA
2412,Sardarshahr-Ratangarh Passenger Special,Sardarshahr,13:40:00,NA,NA
58410,Puri Khurda Road Passenger,PURI,23:05:00,NA,NA
63572,Kiul Jasidih Passenger MEMU,KIUL JN,05:50:00,NA,NA
16301,Venad Express,SHORANUR JN,14:20:00,Shoranur Junction,Trivandrum Cntl
53482,Rajmahal Tinpahar Passenger,Rajmahal,02:00:00,NA,NA
16305,Ernakulam Kannur InterCity Express,ERNAKULAM JN,06:50:00,NA,NA
63567,Asansol Jhajha Passenger,ASANSOL JN,09:35:00,NA,NA
25610,Jivachh Link Express,DARBHANGA JN,05:30:00,NA,NA
54036,JAKHAL - DELHI PASSENGER,JAKHAL JN,04:20:00,NA,NA
16531,Garib Nawaz Express,AJMER JN,05:35:00,NA,NA
18509,Visakhapatnam-Nanded Express,VISHAKAPATNAM,19:40:00,NA,NA
12467,Bikaner Jaipur InterCity,BIKANER JN,06:15:00,NA,NA
11448,HOWRAH - JABALPUR Shaktipunj Exp,HOWRAH JN,14:30:00,NA,NA
12403,Allahabad Mathura SF Express,ALLAHABAD JN,23:30:00,NA,NA
56263,Night Queen Passenger,MYSORE JN,23:55:00,NA,NA
12912,Haridwar Valsad Superfast Express,HARIDWAR JN,18:40:00,NA,NA
54413,Delhi Rewari Passenger,OLD DELHI,03:40:00,NA,NA
12606,Pallavan Superfast Express,TIRUCHIRAPPALLI,06:30:00,NA,NA
12397,Mahabodhi Express,GAYA JN,14:30:00,Gaya Junction,New Delhi
12162,Lashkar Express,AGRA CANTT,23:50:00,Agra Cantt,Lokmanyatilak T
14096,Himalayan Queen Slip,Kalka,16:50:00,NA,NA
18302,Sambalpur Express Slip,RAYAGADA,14:30:00,NA,NA
58662,Hatia Tatanagar Passenger,HATIA,04:30:00,NA,NA
12148,Nizamuddin-Kolhapur Express,DELHI H NIZAMUDDIN,06:00:00,NA,NA
54035,DELHI  - JAKHAL PASSENGER,OLD DELHI,15:25:00,NA,NA
12706,Secunderabad-Guntur SF Intercity,SECUNDERABAD JN,07:40:00,NA,NA
55124,Varanasi City- Bhatni Passenger,VARANASI CITY,14:00:00,NA,NA
13110,Maitree Express,Dhaca Cantt.,07:00:00,Dhaka,Kolkata
59206,Porbandar Wansjaliya Passenger,PORBANDAR,11:10:00,NA,NA
4741,Sirsa - Hisar Passenger Special,Sirsa,22:50:00,NA,NA
53043,Howrah-Rajgir Fast Passenger,HOWRAH JN,11:10:00,NA,NA
11041,Mumbai - Chennai Express,MUMBAI CST,14:00:00,NA,NA
17031,Mumbai CST-Hyderabad Express,MUMBAI CST,12:45:00,NA,NA
12611,Chennai Central-H.Nizamuddin Garib Rath Express,CHENNAI CENTRAL,06:10:00,NA,NA
47159,Lingampalli Falaknuma MMTS,LINGAMPALLI,21:00:00,NA,NA
12307,Howrah-Bikaner Express,HOWRAH JN,23:30:00,NA,NA
19736,Loharu-Jaipur Intercity Express,Loharu,06:20:00,NA,NA
12306,New Delhi-Howrah Rajdhani Express,NEW DELHI,17:00:00,NA,NA
14164,Sangam Express,MEERUT CITY,19:00:00,Meerut City,Allahabad Junction
15019,Gorakhpur Nautanwa Express,GORAKHPUR JN,11:30:00,NA,NA
54616,Amritsar Batala Pathankot DMU,PATHANKOT,17:25:00,NA,NA
16687,Navyug Express,MANGALORE CNTL,17:05:00,Mangalore Cntl,Jammu Tawi
52914,Ahmedabad Ranuj Passenger,AHMEDABAD JN,06:55:00,NA,NA
16735,Chendhur Express,CHENNAI EGMORE,16:05:00,NA,NA
55509,Darbhanga-Bairgania Passenger,DARBHANGA JN,03:30:00,NA,NA
16304,Vanchinad Express,TRIVANDRUM CENTRAL,17:40:00,Trivandrum Cntl,Eranakulam Junction
55209,Sonepur Gorakhpur Passenger,SONPUR JN,12:12:00,NA,NA
12426,Jammu Rajdhani Express,JAMMU TAWI,19:45:00,NA,NA
14083,Sikkim Mahananda Express,ALIPUR DUAR JN,07:15:00,NA,NA
12701,Hussain Sagar Express,MUMBAI CST,21:50:00,NA,NA
53417,Barddhaman MaldaTown Passenger,BARDDHAMAN JN,05:00:00,NA,NA
12730,Nanded-Pune SuperFast Express,HUZUR SAHIB NANDED,21:20:00,NA,NA
53070,Rampurhat Barddhaman Passenger,RAMPUR HAT,06:15:00,NA,NA
12680,Coimbatore-Chennai Central InterCity SF Express,COIMBATORE JN,06:15:00,NA,NA
40041,Chennai Beach TambaramEMU (12 car),CHENNAI BEACH,09:42:00,NA,NA
14887,KALKA BARMER Express Slip,Kalka,21:45:00,NA,NA
51677,Chopan Shaktinagar Passenger,CHOPAN,10:20:00,NA,NA
18646,East Coast Express,HYDERABAD DECCAN,10:00:00,Hyderabad Decan,Howrah Junction
59803,Nagda Kota Passenger,NAGDA JN,11:30:00,NA,NA
12687,Chennai Dehradun Express,CHENNAI CENTRAL,09:45:00,NA,NA
63564,jasidih Asansol mEMU,JASIDIH JN,17:40:00,NA,NA
12481,Delhi Sriganganagar InterCity,OLD DELHI,13:10:00,NA,NA
53338,Ranchi Garhbeta Passenger,RANCHI,15:25:00,NA,NA
12760,Charminar Express,HYDERABAD DECCAN,18:30:00,Hyderabad Decan,Chennai Central
53335,Dhanbad Ranchi Passenger,DHANBAD JN,07:00:00,NA,NA
12913,Indore-Nagpur Weekly Express,INDORE JN BG,20:35:00,NA,NA
55103,Bhatani Barhaj Passenger,BHATNI JN,15:25:00,NA,NA
14034,Jammu Mail,UDHAMPUR,14:35:00,Udhampur,Delhi
51347,Pune - Daund - Baramati Passenger,PUNE JN,18:35:00,NA,NA
16591,Hampi Express,HUBLI JN,18:00:00,Hubli Junction,Mysore Junction
14723,Kalindi Express,KANPUR CENTRAL,17:05:00,Kanpur Central,Bhiwani
14211,Agra-New Delhi Intercity Express,AGRA CANTT,06:00:00,NA,NA
54881,Barmer Munabao Passenger,BARMER,07:30:00,NA,NA
18621,Patliputra Express,PATNA JN,15:25:00,Patna Junction,Hatia
58202,Raipur Bilaspur MEMU Local,RAIPUR JN,19:15:00,NA,NA
13009,Doon Express Slip,HOWRAH JN,20:35:00,NA,NA
54394,Gajraula Moradabad Passenger,GAJRAULA JN,13:00:00,NA,NA
14017,Sadbhavna Express,MUZAFFARPUR JN,04:15:00,Raxual Junction,Delhi
53449,Banka Bhagalpur Passenger,Banka,10:30:00,NA,NA
12225,Kaifiat Express,AZAMGARH,16:30:00,NA,NA
52278,Mailani Palia Kalan Passenger,MAILANI,14:15:00,NA,NA
11019,Konark Express,MUMBAI CST,15:10:00,Mumbai Cst,Bhubaneswar
58607,Gomoh-Chakradharpur Passenger,GOMOH JN,14:50:00,NA,NA
12282,New Delhi-Bhubaneswar Duronto Express,NEW DELHI,13:00:00,NA,NA
52218,Bareilly Kasganj Passenger,BAREILLY,19:30:00,NA,NA
12240,Jaipur-Mumbai Central AC Duronto Express,JAIPUR,19:15:00,NA,NA
54486,Rishikesh Haridwar Passenger,RISHIKESH,18:35:00,NA,NA
17015,Visakha Express,BHUBANESWAR,08:35:00,Bhubaneswar,Secunderabad Junction
55309,MORADABAD  - RAMNAGAR PASSENGER,MORADABAD,17:45:00,NA,NA
12555,Gorakhdham Express,GORAKHPUR JN,16:35:00,NA,NA
56613,Shoranur Nilambur Fast Passenger,SHORANUR JN,09:20:00,NA,NA
12277,Howrah Puri Duronto Express,HOWRAH JN,14:25:00,NA,NA
56620,Nilambur Road Shoranur Pass,Nilambur Road,19:30:00,NA,NA
18181,Tata-Chapra Express Slip,TATANAGAR JN,21:35:00,NA,NA
57203,Repalle Tenali Passenger,Repalle,03:00:00,NA,NA
16086,Arakkonam Express,JOLARPETTAI,06:55:00,NA,NA
59043,Virar Dahanu Shuttle,VIRAR,22:50:00,NA,NA
52002,Waghai Bilimora Mix Passenger,Waghai,14:30:00,NA,NA
52968,Mhow Indore Fast Passenger,Mhow,05:15:00,NA,NA
12482,Sriganganagar Delhi InterCity Express,SHRI GANGANAGAR,05:55:00,NA,NA
19709,JAIPUR - KAMAKHYA Kavi Guru Exp,JAIPUR,23:35:00,NA,NA
12898,Bhubaneswar-Puducherry Superfast Express,BHUBANESWAR,12:00:00,NA,NA
40049,Chennai Beach TambaramEMU (12 car),CHENNAI BEACH,10:07:00,NA,NA
13018,Ganadevta Express,AZIMGANJ JN,15:30:00,Azimganj Junction,Howrah Junction
16347,Trivandrum Mangalore Express,TRIVANDRUM CENTRAL,20:40:00,NA,NA
16731,Tuticorin Mysore Express,TUTICORIN,16:35:00,NA,NA
59208,Bhavnagar Passenger,OKHA,14:35:00,Okha,Bhavnagar Trmus
11463,Somnath-Jabalpur Express,SOMNATH,09:40:00,NA,NA
12817,Jharkhand Swarna Jayanti SF Express,HATIA,14:40:00,NA,NA
12974,Jaipur Indore SF Express,JAIPUR,21:10:00,NA,NA
58658,Lohardaga Ranchi Passenger,Lohardaga,20:50:00,NA,NA
12271,Lucknow-New Delhi AC Duronto Express,LUCKNOW,23:30:00,NA,NA
51822,KHUJURAHO - JHANSI Passenger,KHAJURAHO,12:30:00,NA,NA
15007,Krishak Express,MANDUADIH,16:40:00,NA,NA
58854,Nainpur Chhindwara Passenger,Nainpur Junction,14:40:00,NA,NA
12915,Ashram SF Express,AHMEDABAD JN,18:30:00,NA,NA
56261,ARAKKONAM - BANGALORE Passenger,ARAKKONAM,08:00:00,NA,NA
13348,Palamau Express Slip Slip,PATNA JN,21:15:00,NA,NA
57201,Vijayawada Rajahmundry Passenger,VIJAYAWADA JN,04:30:00,NA,NA
12025,Pune-Secunderabad Shatabdi Express,PUNE JN,05:50:00,NA,NA
16669,Yercaud Express,CHENNAI CENTRAL,22:40:00,NA,NA
56840,Erode Jolarpettai Passenger,ERODE JN,06:20:00,NA,NA
54562,Firozpur Bhatinda Passenger,FIROZPUR CANT,06:35:00,NA,NA
12197,Bhopal Gwalior InterCity Express,BHOPAL JN,15:30:00,NA,NA
52923,Khed Brahma Ahmedabad Passenger,Khed Brahma,15:05:00,NA,NA
9001,Mumbai Central - Ahmedabad SF Special,Mumbai Central,22:50:00,NA,NA
54015,Rohtak Bhiwani Passenger,ROHTAK JN,17:40:00,NA,NA
19215,Saurashtra Express,Mumbai Central,08:20:00,Mumbai Central,Porbandar
55031,Gonda Lucknow Passenger,GONDA JN,16:55:00,NA,NA
16341,Guruvayur-Ernakulam-Trivandrum Intercity Express,GURUVAYUR,03:20:00,NA,NA
55130,Allahabad Varanasi Passenger,ALLAHABAD CITY,17:45:00,NA,NA
12823,Chhattisgarh Sampark Kranti Express,DURG,12:00:00,NA,NA
55725,New Jalpaiguri Alipurduar Passenger,NEW JALPAIGURI,17:40:00,NA,NA
13111,Lal Quila Express Slip,KOLKATA CHITPUR,20:15:00,NA,NA
54473,Delhi Saharanpur Passenger,OLD DELHI,18:15:00,NA,NA
12470,Jammu Kanpur Express,JAMMU TAWI,20:15:00,NA,NA
18401,Puri - Okha (Weekly) Express,PURI,08:45:00,NA,NA
12916,Ashram SF Express,OLD DELHI,15:20:00,NA,NA
59165,Anand Godhra Passenger,ANAND JN,05:00:00,NA,NA
12207,Kathgodam-Jammu Garib Rath Express,KATHGODAM,18:30:00,NA,NA
12008,MYSORE - CHENNAI CENT Shatabdi Express,MYSORE JN,14:15:00,NA,NA
18183,Tata-Danapur Express,TATANAGAR JN,07:55:00,NA,NA
53227,Darbhanga-Patna Kamala Ganga Fast Passenger,DARBHANGA JN,05:30:00,NA,NA
12157,Hutatma Express,PUNE JN,18:00:00,Pune Junction,Solapur Junction
56213,CHAMARAJANAGAR - TIRUPATI Fast Passenger,CHAMARAJANAGAR,15:00:00,NA,NA
12942,Asansol Ahmedabad (Weekly) SF Express,ASANSOL JN,19:50:00,NA,NA
15320,AISHBAGH - PALIA KALAN EXP,AISHBAGH,00:00:00,NA,NA
12626,Kerala Express,NEW DELHI,11:30:00,New Delhi,Trivandrum Cntl
56373,Guruvayur Thrissur Passenger,GURUVAYUR,08:55:00,NA,NA
14218,Chandigarh Allahabad Unchahar Express,CHANDIGARH,16:25:00,NA,NA
38448,Panskura Howrah EMU,PANSKURA,11:20:00,NA,NA
12763,Padmavati Express,TIRUPATI MAIN,17:00:00,NA,NA
12668,NAGERCOIL - CHENNAI EGMORE SF Exp,NAGERCOIL JN,17:05:00,NA,NA
6502,Ahmedabad -Yesvantpur Garib Rath Special,AHMEDABAD JN,20:15:00,NA,NA
56211,Chamrajnagar Mysore Passenger,CHAMARAJANAGAR,20:50:00,NA,NA
47177,Lingampalli Falaknuma MMTS,LINGAMPALLI,09:00:00,NA,NA
12018,Dehradun-New Delhi Shatabdi,DEHRADUN,17:00:00,NA,NA
29019,Nimach Kota Link Exp,NIMACH,13:40:00,NA,NA
54468,Etah Tundla Passenger,Etah,08:30:00,NA,NA
12111,Mumbai CST-Amaravati SF Express,MUMBAI CST,20:05:00,NA,NA
54412,Meerut NDLS Rewari Passenger,MEERUT CANT,06:50:00,NA,NA
9734,Kota Hanumangarh Special,KOTA JN,16:40:00,NA,NA
54702,Bikaner Abohar Passenger,LALGARH JN,09:05:00,NA,NA
12268,Ahmedabad-Mumbai Central AC Duronto Express,AHMEDABAD JN,23:45:00,NA,NA
18303,SAMBALPUR - PURI Intercity Exp,SAMBALPUR,06:10:00,NA,NA
16179,Mannai Express,CHENNAI EGMORE,22:00:00,Chennai Egmore,Mannargudi
52942,SBI-BTD - GANDHIGRAM PASSENGER,BOTAD JN,00:00:00,NA,NA
12006,Kalka-New Delhi Shatabdi,Kalka,06:15:00,NA,NA
54414,Rewari Delhi Passenger,REWARI,07:05:00,NA,NA
12909,Bandra Terminus- Hazrat Nizamuddin Garib Rath,MUMBAI BANDRA TERMINUS,16:55:00,NA,NA
54004,H Nizamuddin Kosi Kalan,DELHI H NIZAMUDDIN,09:30:00,NA,NA
12351,Howrah- Danapur Express,HOWRAH JN,20:35:00,NA,NA
14041,DELHI SARAI ROHILLA - DEHRADUN Mussoorie Exp,DELHI SARAI ROHILLA,21:30:00,NA,NA
12882,Puri Howrah Garib Rath,PURI,22:15:00,NA,NA
54636,Ludhiana Hisar Passenger,LUDHIANA JN,09:35:00,NA,NA
4854,Degana Merta Special,MERTA ROAD JN,03:40:00,NA,NA
55028,Gonda Gorakhpur Passenger,GONDA JN,17:10:00,NA,NA
12687,Chennai Chandigarh Express Slip,CHENNAI CENTRAL,09:45:00,NA,NA
63598,Asansol Ranchi MEMU,ASANSOL JN,05:20:00,NA,NA
12109,Panchavati Express,MUMBAI CST,18:15:00,Mumbai Cst,Manmad Junction
12893,BHUBANESWAR - BALANGIR SF Exp,BHUBANESWAR,06:45:00,NA,NA
40021,Chennai Beach PallavaramEMU,CHENNAI BEACH,08:19:00,NA,NA
54646,Ludhiana Firozpur Passenger,FIROZPUR CANT,05:15:00,NA,NA
12243,Chennai Central-Coimbatore AC Duronto Express,CHENNAI CENTRAL,06:50:00,NA,NA
18463,Prasanti Express,BHUBANESWAR,05:45:00,NA,NA
12813,Steel Express,HOWRAH JN,17:30:00,Howrah Junction,Tatanagar Junction
58112,ITWARI - TATANAGAR Passenger,ITWARI,21:30:00,NA,NA
12118,Manmad-Mumbai LTT Express,MANMAD JN,08:35:00,NA,NA
63548,Gaya Koderma Passenger MEMU,GAYA JN,05:30:00,NA,NA
38411,Howrah Panskura EMU,HOWRAH JN,07:40:00,NA,NA
55104,Barhaj Bazar Bhatni Passenger,Barhaj Bazar,19:55:00,NA,NA
12155,Shaan-e-Bhopal Express,HABIBGANJ,21:05:00,NA,NA
9724,Jaipur - Sabarmati SF Holiday Spl,JAIPUR,21:30:00,NA,NA
12644,Swarna Jayanti Express,DELHI H NIZAMUDDIN,06:00:00,NA,NA
56525,Bangalore Chik ballapur Passenger,BANGALORE CITY JN,18:00:00,NA,NA
13103,Bhagirathi Express,KOLKATA SEALDAH,18:25:00,Sealdah,Lalgola
55739,Katihar Jogbani Passenger,KATIHAR JN,12:10:00,NA,NA
12241,Chandigarh-Amritsar Duronto Express,CHANDIGARH,19:00:00,NA,NA
54752,Shri Ganganagar Rewari,SHRI GANGANAGAR,01:30:00,NA,NA
52907,Mahesana Ahmedabad Passenger,MAHESANA JN,12:10:00,NA,NA
12982,Chetak Express,UDAIPUR CITY,17:20:00,Udaipur City,Delhi S Rohilla
15009,Chitrakoot Express,LUCKNOW JN,17:30:00,NA,NA
14674,Shaheed Express,AMRITSAR JN,11:55:00,Amritsar Junction,Jaynagar
18004,Purulia Jhargram Express,PURULIA JN,14:45:00,NA,NA
11272,BHOPAL - ITARSI Vindhyachal Exp,BHOPAL JN,18:00:00,NA,NA
12311,Kalka Mail,HOWRAH JN,19:40:00,NA,NA
52535,Banmankhi Bihariganj Passenger,Banmankhi Junction,13:40:00,NA,NA
15004,Chauri Chaura Express,GORAKHPUR JN,22:30:00,NA,NA
16714,Setu Express,RAMESWARAM,20:00:00,NA,NA
15018,Gorakhpur -Kolhapur Slip,GORAKHPUR JN,05:30:00,NA,NA
53347,Gomoh Barwadih Passenger,GOMOH JN,09:50:00,NA,NA
15279,Poorbiya Express,SAHARSA JN,11:00:00,Saharsa Junction,Adrsh Ngr Delhi
54612,Amritsar Batala Pathankot,PATHANKOT,05:20:00,NA,NA
13186,Ganga Sagar Express,JAYNAGAR,16:05:00,Jaynagar,Sealdah
12978,AJMER - ERNAKULAM Marusagar Exp,AJMER JN,07:40:00,NA,NA
12943,Valsad-Kanpur Udyogkarmi Express,VALSAD,19:40:00,NA,NA
37658,Memari Howrah Local,MEMARI,11:10:00,NA,NA
13118,Berhampore Court Kolkata Express,Berhampore Court,07:20:00,NA,NA
19119,Ahmedabad Somnath Intercity Express,AHMEDABAD JN,10:30:00,NA,NA
12242,Amritsar-Chandigarh Duronto Express,AMRITSAR JN,05:25:00,NA,NA
17416,Haripriya Express,C SHAHU M RAJ KOLHAPUR TERM,11:35:00,C Shahumharaj T,Tirupati
12494,Hazrat Nizamuddin-Bangalore Rajdhani Express,DELHI H NIZAMUDDIN,20:50:00,NA,NA
53653,Patna Gaya Passenger,PATNA JN,19:30:00,NA,NA
12301,Howrah-New Delhi Rajdhani Express,HOWRAH JN,16:55:00,NA,NA
15934,Amritsar-DibrugarhTown Weekly Express,AMRITSAR JN,15:50:00,NA,NA
19571,Rajkot-Porbandar Express,RAJKOT JN,07:20:00,NA,NA
54021,Tilak Bridge Passenger,Bulandshahr,05:25:00,NA,NA
12119,Amaravati Nagpur Express,Amravati,05:15:00,NA,NA
12658,BANGALORE - CHENNAI Mail,BANGALORE CITY JN,22:45:00,NA,NA
12709,Simhapuri SF Express,GUDUR JN,21:00:00,NA,NA
54475,Haridwar Passenger,OLD DELHI,10:10:00,NA,NA
9561,Bandra Terminus Okha Weekly Special,MUMBAI BANDRA TERMINUS,23:55:00,NA,NA
51674,SATNA - ITARSI Passenger,SATNA,13:30:00,NA,NA
13318,Black Diamond Express,DHANBAD JN,16:25:00,NA,NA
54781,Bhatinda Rewari Passenger,BHATINDA JN,17:40:00,NA,NA
12368,Vikramshila Express,ANAND VIHAR TRM,14:40:00,Anand Vihar Trm,Bhagalpur
58856,Nainpur Chhindwara Passenger,Nainpur Junction,22:00:00,NA,NA
12984,Chandigarh-Ajmer GaribRath,CHANDIGARH,21:05:00,NA,NA
54484,Rishikesh Haridwar Passenger,RISHIKESH,15:35:00,NA,NA
8566,Secunderabad Vishakaptnam Special,SECUNDERABAD JN,21:30:00,NA,NA
14116,Allahabad Express,HARIDWAR JN,16:20:00,NA,NA
15743,InterCity Express,ALIPUR DUAR JN,05:25:00,NA,NA
40515,Chennai Beach Chengulpet EMU,CHENNAI BEACH,06:45:00,NA,NA
13039,Howrah-Rajgir Express Slip,HOWRAH JN,20:20:00,NA,NA
53328,Gomoh Sindri Town Passenger,GOMOH JN,17:25:00,NA,NA
18604,Bhagalpur Ranchi Express,BHAGALPUR,16:55:00,NA,NA
54634,Ludhiana Hisar Passenger,LUDHIANA JN,05:35:00,NA,NA
13306,Gaya-Dhanbad InterCity,GAYA JN,17:45:00,NA,NA
12168,VARANASI - MUMBAI LTT SF Exp,VARANASI JN,10:25:00,NA,NA
24034,Jammu Mail,Hoshiarpur,19:10:00,Hoshiarpur,Delhi
53567,asansol jhajha mEMU,ASANSOL JN,09:35:00,NA,NA
12105,Vidarbha Express,MUMBAI CST,19:10:00,Mumbai Cst,Gondia Junction
55109,Siwan Thawe Passenger,SIWAN JN,11:35:00,NA,NA
12016,Ajmer-New Delhi Shatabdi,AJMER JN,15:50:00,NA,NA
55218,Chhapra Sonpur Passenger,CHHAPRA,11:05:00,NA,NA
13113,Hazarduari Express,KOLKATA CHITPUR,06:50:00,Kolkata,Lalgola
12474,Sarvodaya SF Express,JAMMU TAWI,11:15:00,NA,NA
2082,Loharu - Jaipur Passenger Spl (MG),Loharu,02:40:00,NA,NA
53648,Tarighat Dildarnagar Passenger,Tarighat,17:55:00,NA,NA
12527,Mumbai CST-Latur Superfast Express.,MUMBAI CST,21:00:00,NA,NA
