train_number,train_name,station_name,departure,source,destination
12579,Digha- Puri SamudraKanya Express,Digha Flag Station,17:15:00,NA,NA
52904,Ahmedabad Mahesana Passenger,AHMEDABAD JN,19:00:00,NA,NA
51824,Farrukhabad Allahabad Passenger,FARRUKHABAD,10:00:00,NA,NA
55903,Furkating Mariani Passenger,FURKATING JN,16:05:00,NA,NA
41001,Chennai Beach Velachery EMU,CHENNAI BEACH,04:15:00,NA,NA
15720,Siliguri Katihar InterCity Express,SILIGURI JN,17:00:00,NA,NA
22815,Bilaspur-Ernakulam Express,BILASPUR JN,08:10:00,NA,NA
58005,Kharagpur Khurda Fast Passenger,KHARAGPUR JN,04:40:00,NA,NA
53445,Mandar Hill Bhagalpur Passenger,Mandar Hill,21:15:00,NA,NA
54011,Rewari Passenger,TILAK BRIDGE,17:43:00,NA,NA
14204,Lucknow Varanasi InterCity Express,LUCKNOW,07:00:00,NA,NA
59050,Viramgam Valsad Passenger,VIRAMGAM JN,07:30:00,NA,NA
54417,Delhi Rewari Passenger,OLD DELHI,16:10:00,NA,NA
41057,Chennai Beach Velachery EMU,CHENNAI BEACH,10:15:00,NA,NA
54152,Kanpur Fatehpur Passenger,KANPUR CENTRAL,18:15:00,NA,NA
24887,Haridwar-Barmer Link Express,HARIDWAR JN,19:05:00,NA,NA
56834,Vriddhachalam Cuddalore Passenger,VRIDHACHALAM JN,04:30:00,NA,NA
57564,Nanded Hyderabad Passenger,HUZUR SAHIB NANDED,22:30:00,NA,NA
17234,Bhagyanagar Express,BALHARSHAH,02:00:00,Balharshah,Secunderabad Junction
15280,Poorabiya Express,ADARSH NAGAR DELHI,15:40:00,Adrsh Ngr Delhi,Saharsa Junction
63161,JASIDIH BAIDYANATH PASS,JASIDIH JN,16:40:00,NA,NA
47151,Falaknuma Lingampalli MMTS,KACHEGUDA FALAKNUMA,06:25:00,NA,NA
59102,Kathana Vadodara Passenger,Kathana,06:05:00,NA,NA
57121,Kazipet Balharshah Passenger,KAZIPET JN,05:00:00,NA,NA
12580,Puri Digha Samudra Kanya Super Fast Express,PURI,23:35:00,NA,NA
12436,NEW DELHI - DIBRUGARH TOWN Rajdhani Exp,NEW DELHI,09:30:00,NA,NA
22409,Sasaram-Anand ViharT Delhi GariRath Express,SASARAM,21:15:00,NA,NA
19144,Lokshakti Express,AHMEDABAD JN,21:05:00,NA,NA
56910,Bangalore Passenger,HOSPET JN,13:30:00,NA,NA
59504,Okha Viramgam Fast Passenger,OKHA,03:00:00,NA,NA
14201,Jaunpur-Rae Bareliy Express,JAUNPUR JN,16:00:00,NA,NA
55303,MORADABAD - KATHGODAM Pass,MORADABAD,06:30:00,NA,NA
52981,Indore Mhow Fast Passenger,INDORE JN BG,18:00:00,NA,NA
56828,Tirunelveli Tuticorin Passenger,TIRUNELVELI,07:15:00,NA,NA
51832,Agra Jhansi Passenger,AGRA CANTT,06:20:00,NA,NA
53002,Azimganj Howrah Passenger,AZIMGANJ JN,20:40:00,NA,NA
59357,Bayana Yamunabridge Passenger,BAYANA JN,09:10:00,NA,NA
51884,Gwalior Bina Passenger,GWALIOR JN,08:30:00,NA,NA
54060,Shamli Delhi Passenger,SHAMLI,06:30:00,NA,NA
63223,Patna Ara Passenger DEMU,PATNA JN,20:30:00,NA,NA
31923,SDAH GEDE LOCAL,KOLKATA SEALDAH,18:20:00,NA,NA
47172,Secunderabad Falaknuma MMTS,SECUNDERABAD JN,06:00:00,NA,NA
51863,Ait Konch Passenger,AIT,10:30:00,NA,NA
54226,Raibareli Unchahar Passenger,RAE BARELI JN,08:35:00,NA,NA
16502,Bangalore - Ahmedabad (Weekly) Express,BANGALORE CITY JN,13:30:00,NA,NA
56267,Arsikere Mysore Passenger,ARSIKERE JN,05:15:00,NA,NA
59044,Dahanu Virar Shuttle,DAHANU ROAD,04:55:00,NA,NA
12037,New Delhi-Ludhiana Shatabdi Express,NEW DELHI,07:00:00,NA,NA
55041,Gorakhpur Nautanwa Pass,NARKATIAGANJ JN,02:20:00,NA,NA
17017,Rajkot Secunderabad Express,RAJKOT JN,05:00:00,NA,NA
63226,Buxar Patna Passenger,BUXAR,16:00:00,NA,NA
52988,Akola Mhow Fast Passenger,AKOLA JN,23:05:00,NA,NA
14704,Jaisalmer Express,LALGARH JN,07:20:00,NA,NA
15765,New Jalpaiguri Alipur Duar Intercity Express,NEW JALPAIGURI,05:45:00,NA,NA
52242,Aishbagh Mailani Passenger,AISHBAGH,10:00:00,NA,NA
54316,Saharanpur Moradabad Passenger,SAHARANPUR,03:45:00,NA,NA
55125,Manduadih Allahabad Passenger,MANDUADIH,06:15:00,NA,NA
59230,Bhavnagar Botad Passenger,BHAVNAGAR TERMINUS,18:40:00,NA,NA
47164,Falaknuma Lingampalli MMTS,KACHEGUDA FALAKNUMA,17:40:00,NA,NA
14711,Haridwar Shri Ganganagar InterCity Express,HARIDWAR JN,14:05:00,NA,NA
54808,Jaipur Ajmer Passenger,JAIPUR,06:00:00,NA,NA
52201,Kasganj Lalkuan Passenger,Kasganj Mg,06:00:00,NA,NA
56231,Mysore Bangalore (PUSH-PULL) Passenger,MYSORE JN,05:50:00,NA,NA
54056,Delhi Moradabad Passenger,OLD DELHI,09:40:00,NA,NA
51817,Agra Fort Bandikui Pass,AGRA FORT,17:00:00,NA,NA
63250,Gaya Patna Passenger MEMU,GAYA JN,12:25:00,NA,NA
54292,Partapgarh Varanasi Passenger,PARTAPGARH JN,05:15:00,NA,NA
56394,Kollam Kottayam Passenger,KOLLAM JN,07:55:00,NA,NA
51904,Rohtak Delhi Passenger,ROHTAK JN,15:30:00,NA,NA
2411,Ratangarh-Sardarshahar Passenger,Ratangarh Junction,11:30:00,NA,NA
54420,Rewari Delhi Passenger,REWARI,19:05:00,NA,NA
54327,Sitapur Shahjehanpur Passenger,SITAPUR CITY,17:05:00,NA,NA
54522,Saharanpur Delhi Passenger,SAHARANPUR,04:40:00,NA,NA
52209,Bareilly Lalkuan Passenger,BAREILLY,14:25:00,NA,NA
4204,Delhi Jn. -Varanasi Special,OLD DELHI,19:30:00,NA,NA
54822,Bhildi Jodhpur Passenger,BHILDI,16:00:00,NA,NA
25201,Sugauli Narkatiaganj InterCity Link Express,SAGAULI JN,21:45:00,NA,NA
15715,Garib Nawaz Express,KISHANGANJ,05:40:00,NA,NA
58000,Puri -- Santragachi Passenger,PURI,09:40:00,NA,NA
56142,(Ooty)Udagamandalam Coonoor Passenger,Udagamandalam,12:15:00,NA,NA
19802,Indore-Kota InterCity Express,INDORE JN BG,14:50:00,NA,NA
53016,Azimganj Katwa Passenger,AZIMGANJ JN,14:20:00,NA,NA
55144,Jaunpur-Aunrihar Passenger,JAUNPUR JN,18:10:00,NA,NA
41041,Chennai Beach Velachery EMU,CHENNAI BEACH,09:05:00,NA,NA
55040,Nautanwa Gorakhpur Passenger,Nautanwa,18:30:00,NA,NA
59380,Maksi Indore Bg Passenger,MAKSI,09:50:00,NA,NA
54342,Dehradun Saharanpur Passenger,DEHRADUN,08:15:00,NA,NA
22862,Rajya Rani Express,BANKURA,13:45:00,NA,NA
59009,Virar Bharuch Shuttle,VIRAR,04:00:00,NA,NA
14724,Kalindi Express,Bhiwani,18:15:00,Bhiwani,Kanpur Central
56708,Madurai Dindigul Passenger,MADURAI JN,18:10:00,NA,NA
12694,TUTICORIN - CHENNAI EGMORE Pearl City SF Exp,TUTICORIN,19:45:00,NA,NA
56805,Cuddalore Port Tiruchchirapalli Passenger,CUDDALORE PORT,06:00:00,NA,NA
41027,Chennai Beach Velachery EMU,CHENNAI BEACH,08:05:00,NA,NA
16203,Garudadri Express,CHENNAI CENTRAL,16:35:00,NA,NA
59341,Nagda Bina Passenger,NAGDA JN,11:35:00,NA,NA
52472,JOGINDER NAGAR - PATHANKOT PASSENGER,JOGINDER NAGAR,07:20:00,NA,NA
41037,Chennai Beach Velachery EMU,CHENNAI BEACH,08:55:00,NA,NA
12906,Howrah-Porbandar SF Express Slip,HOWRAH JN,22:55:00,NA,NA
54341,Sharanpur Dehradun Passenger,SAHARANPUR,14:30:00,NA,NA
12521,Raptisagar Express,BARAUNI JN,23:00:00,NA,NA
50106,Sawantwadi-Diva Passenger,SAWANTWADI ROAD,08:25:00,NA,NA
56013,Arakkonam-Vellore Cantt Passenger,ARAKKONAM,12:30:00,NA,NA
52933,Veraval Dhasa Passenger,VERAVAL,13:55:00,NA,NA
54266,Sultanpur Varanasi Passenger,SULTANPUR,18:15:00,NA,NA
41081,Chennai Beach Velachery EMU,CHENNAI BEACH,14:45:00,NA,NA
15006,Rapti Ganga Express,DEHRADUN,15:35:00,NA,NA
52538,Bihariganj Purnia Passenger,Bihariganj,06:30:00,NA,NA
51114,Dhule Chalisgaon Mix Passenger,Dhule,13:30:00,NA,NA
52183,Bari Mohari Sirmuttra Passenger,Bari,14:45:00,NA,NA
23225,InterCity Link Express,SAHARSA JN,12:50:00,NA,NA
15691,Cachar Express,LUMDING JN,22:00:00,NA,NA
15028,Maurya Express,GORAKHPUR JN,07:25:00,Gorakhpur Junction,Hatia
55009,Bhatni Chhapra Passenger,BHATNI JN,05:40:00,NA,NA
12967,Chennai-Jaipur SF Express,CHENNAI CENTRAL,17:35:00,NA,NA
52173,Gwalior Sabalgarh Passenger,GWALIOR JN,15:40:00,NA,NA
12996,Udaipur Bandra SF Express Slip,UDAIPUR CITY,21:35:00,NA,NA
52470,Kangra Valley Rail Passenger,BAIJNATH PAPROLA,17:35:00,NA,NA
12803,Visakhapatnam-Nizamuddin SwarnaJayanthi Express,VISHAKAPATNAM,08:30:00,NA,NA
12862,LINK SUPERFAST EXPRESS,KAZIPET JN,02:30:00,NA,NA
12652,DELHI H NIZAMUDDIN - MADURAI Tamil Nadu S Kranti,DELHI H NIZAMUDDIN,07:25:00,NA,NA
58841,Nagpur Ramakona Passenger,NAGPUR,18:15:00,NA,NA
22835,Shalimar-Puri Express,KOLKATA SHALIMAR,21:00:00,NA,NA
12815,Puri New Delhi Superfast Express,PURI,10:55:00,NA,NA
51766,Manikpur Satna Passenger,MANIKPUR JN,19:40:00,NA,NA
22811,Bhubaneshwar-New Delhi Rajdhani Express,BHUBANESWAR,11:30:00,NA,NA
55348,LAL KUAN - BAREILLY CITY  PASSENGER,LAL KUAN,00:00:00,NA,NA
54406,Meerut Khurja Passenger,MEERUT CITY,17:45:00,NA,NA
56503,Yesvantapur-Vijayawada Passenger,YESVANTPUR JN,08:00:00,NA,NA
19110,Gujarat Queen Express,AHMEDABAD JN,18:10:00,NA,NA
19226,Jammu Tawi Bhatinda Express,JAMMU TAWI,21:25:00,NA,NA
41087,Chennai Beach Velachery EMU,CHENNAI BEACH,16:05:00,NA,NA
55559,Khagaria Samastipur Passenger,KHAGARIA JN,16:20:00,NA,NA
47142,Lingampalli Hyderabad MMTS,LINGAMPALLI,18:10:00,NA,NA
56768,Tiruchendur Tuticorin Passenger,Tiruchendur,14:20:00,NA,NA
47219,Lingampalli Falaknuma MMTS,LINGAMPALLI,19:30:00,NA,NA
14315,Bareilly-NewDelhi InterCity,BAREILLY,04:55:00,NA,NA
12952,Mumbai Rajdhani Express,NEW DELHI,16:30:00,NA,NA
56808,Tiruchchirapalli Villupuram Passenger,TIRUCHIRAPPALLI,18:15:00,NA,NA
15307,Nainital Express,LAL KUAN,20:45:00,NA,NA
56807,Vriddhachalam Tiruchchirapalli Passenger,VRIDHACHALAM JN,05:30:00,NA,NA
54506,Ambala Delhi Passenger,AMBALA CANT JN,06:00:00,NA,NA
12748,Palnadu Express,VIKARABAD JN,13:45:00,Vikarabad Junction,Guntur Junction
55801,Manas Rhino Passenger,NEW BONGAIGAON,04:50:00,NA,NA
28182,Katihar-Tatanagar Link Express,KATIHAR JN,15:00:00,NA,NA
12950,K SANTRAGANCHI - PORBANDAR Kavi Guru SF Exp,SANTRAGACHI JN,21:25:00,NA,NA
13233,Rajgriha Express,Rajgir,14:40:00,Rajgir,Danapur
52035,Jambusar Pratapnagar Passenger,Jambusar Junction,14:10:00,NA,NA
15308,Nainital Express,AISHBAGH,20:35:00,NA,NA
41085,Chennai Beach Velachery EMU,CHENNAI BEACH,15:45:00,NA,NA
56312,Tirunelveli Nagercoil Passenger,TIRUNELVELI,08:00:00,NA,NA
55302,KGM-MB PASS.,KATHGODAM,07:30:00,NA,NA
52905,Mahesana Ahmedabad Passenger,MAHESANA JN,06:15:00,NA,NA
52965,Ratlam Mhow Fast Passenger,RATLAM JN,17:00:00,NA,NA
54092,Kotdwara Najibabad Passenger,KOTDWARA,07:40:00,NA,NA
56239,Shimoga Birur Passenger,Shimoga Town,08:10:00,NA,NA
12275,Allahabad-New Delhi Duronto Express,ALLAHABAD JN,22:40:00,NA,NA
19322,Patna-Indore Express,RAJENDRA NAGAR BIHAR,11:10:00,NA,NA
63162,BAIDYANATH JASIDIH PASS,Baidyanathdham Deoghar,17:10:00,NA,NA
54211,Rae Bareli Kanpur Passenger,RAE BARELI JN,05:10:00,NA,NA
56806,Tiruchchirapalli Cuddalore Port Passenger,TIRUCHIRAPPALLI,15:05:00,NA,NA
53153,Ranaghat Lalgola Passenger,Ranaghat Junction,11:50:00,NA,NA
54482,Rishikesh Haridwar Passenger,RISHIKESH,08:10:00,NA,NA
56310,Nagercoil Tiruvananthapuram Passenger,NAGERCOIL JN,06:45:00,NA,NA
12825,Jharkhand Sampark Kranti Express,RANCHI,23:40:00,NA,NA
59032,Bharuch Surat Passenger,BHARUCH JN,06:45:00,NA,NA
54322,Sitapur Cantt Balamau Passenger,SITAPUR CANT,18:15:00,NA,NA
63551,Asansol Dhanbad Passenger MEMU,ASANSOL JN,23:00:00,NA,NA
56764,Tiruchendur Tirunelveli Passenger,Tiruchendur,16:15:00,NA,NA
54754,Shri Ganganagar Bhatinda Passenger,SHRI GANGANAGAR,06:20:00,NA,NA
51864,Konch Ait Passenger,Konch,14:15:00,NA,NA
47209,Hyderabad Falaknuma MMTS,HYDERABAD DECCAN,12:30:00,NA,NA
57485,Secunderabad Mirzapali Passenger,SECUNDERABAD JN,03:40:00,NA,NA
54810,Degana Rewari Pass,DEGANA JN,05:15:00,NA,NA
14163,Sangam Express,ALLAHABAD JN,17:45:00,Allahabad Junction,Dehradun
52931,Jetalsar Dhasa Passenger,JETALSAR JN,07:25:00,NA,NA
12717,Ratnachal SF Express,VISHAKAPATNAM,12:30:00,NA,NA
12925,Paschim Express Slip,MUMBAI BANDRA TERMINUS,11:35:00,NA,NA
12752,Secunderabad-Manuguru SF Express,SECUNDERABAD JN,23:45:00,NA,NA
16053,Tirupati Express,CHENNAI CENTRAL,13:50:00,NA,NA
56209,Chamrajnagar Mysore Passenger,CHAMARAJANAGAR,18:00:00,NA,NA
58857,Nainpur Mandla Fort Passenger,Nainpur Junction,07:00:00,NA,NA
56710,Madurai Dindigul Passenger,MADURAI JN,07:45:00,NA,NA
56150,CoimbatoreMettupalayam Passenger,COIMBATORE JN,15:00:00,NA,NA
56040,Thanjavur Kumbakonam Passenger,THANJAVUR,18:05:00,NA,NA
52919,Himmatnagar Ahmedabad Passenger,HIMMATNAGAR,13:50:00,NA,NA
12529,Bhopal-Jabalpur Intercity Express,HABIBGANJ,05:30:00,NA,NA
12673,Cheran Express,CHENNAI CENTRAL,22:10:00,Chennai Central,Coimbatore Junction
51973,Mathura Alwar Bandikui Passenger,MATHURA JN,07:10:00,NA,NA
47106,Hyderabad Lingampalli MMTS,HYDERABAD DECCAN,09:00:00,NA,NA
56606,Ernakulam Shoranur Passenger,ERNAKULAM JN,07:30:00,NA,NA
58661,Tatanagar Hatia Passenger,TATANAGAR JN,11:30:00,NA,NA
56384,Alappuzha Ernakulam Passenger,ALLEPPEY,17:45:00,NA,NA
52175,Gwalior Sabalgarh Fast Passenger,GWALIOR JN,09:20:00,NA,NA
52957,Ratlam Mhow Fast Passenger,RATLAM JN,10:30:00,NA,NA
52918,Ahmedabad Nandol Dehegam Passenger,AHMEDABAD JN,21:20:00,NA,NA
15020,Gorakhpur Nautanwa Express,Nautanwa,14:40:00,NA,NA
52233,Pilibhit Shahjahanpur Passenger,PILIBHIT JN,10:15:00,NA,NA
55349,BAREILLY CITY - LAL KUAN PASSENGER,BAREILLY CITY,00:00:00,NA,NA
16518,Kannur-Yesvantpur Express,KANNUR,16:45:00,NA,NA
15204,Lucknow-Barauni Express,LUCKNOW JN,15:00:00,NA,NA
52268,Nepalganj Gonda Passenger,Nepalganj Road,07:50:00,NA,NA
56736,Sengottail Madurai Passenger,SENGOTTAI,15:50:00,NA,NA
57305,Kacheguda Guntur Fast Passenger,KACHEGUDA,16:10:00,NA,NA
56712,Trichy Nagore Passenger,TIRUCHIRAPPALLI,10:05:00,NA,NA
16515,Yesvantpur - Karwar Express,YESVANTPUR JN,07:30:00,NA,NA
12842,Coromandel Express,CHENNAI CENTRAL,08:45:00,Chennai Central,Howrah Junction
59076,Surat Passenger,BHUSAVAL JN,08:45:00,NA,NA
58002,Puri Santargachi Passenger,PURI,09:40:00,NA,NA
41063,Chennai Beach Velachery EMU,CHENNAI BEACH,11:15:00,NA,NA
56767,Tuticorin Tiruchendur Passenger,TUTICORIN,08:45:00,NA,NA
57549,Hyderabad Aurangabad Passenger,HYDERABAD DECCAN,21:30:00,NA,NA
56823,Mayiladuturai Tiruchchirapalli Passenger,MAYILADUTURAI JN,18:00:00,NA,NA
22856,TirupatiSantragachi Superfast Express,TIRUPATI MAIN,19:55:00,NA,NA
12636,MADURAI - CHENNAI EGMORE Vaigai SF Exp,MADURAI JN,06:45:00,NA,NA
41047,Chennai Beach Velachery EMU,CHENNAI BEACH,09:35:00,NA,NA
16343,Amrita Express,TRIVANDRUM CENTRAL,22:30:00,NA,NA
19224,JAMMU TAWI - AHMEDABAD Exp,JAMMU TAWI,07:40:00,NA,NA
56331,Punalur Kollam Passenger,Punalur,08:15:00,NA,NA
54291,Varanasi Partapgarh Passenger,VARANASI JN,16:50:00,NA,NA
16530,Udyan Express,BANGALORE CITY JN,20:10:00,NA,NA
41127,Chennai Beach Velachery EMU,CHENNAI BEACH,20:45:00,NA,NA
56825,Erode Tirunelveli Passenger,ERODE JN,13:00:00,NA,NA
14228,Varuna Express,LUCKNOW,17:50:00,Lucknow Nr,Varanasi Junction
52143,Pulgaon Arvi Passenger,PULGAON JN,08:30:00,NA,NA
19711,Jaipur-Indore Express Slip,JAIPUR,17:35:00,NA,NA
12924,Indore Express,NAGPUR,19:15:00,NA,NA
64089,Nizamuddin Parikrama,DELHI H NIZAMUDDIN,16:45:00,NA,NA
12759,Charminar Express,CHENNAI CENTRAL,18:10:00,Chennai Central,Hyderabad Decan
52138,Achalpur Murtajapur Passenger,Achalpur,11:15:00,NA,NA
12910,H.Nizamuddin-Bandra Terminus Garib Rath Express,DELHI H NIZAMUDDIN,15:40:00,NA,NA
54823,Jodhpur Hissar passenger,JODHPUR JN,11:10:00,NA,NA
31581,Sealdah-Shantipur-Krishnanagar City Local,KOLKATA SEALDAH,20:00:00,NA,NA
12331,Himgiri Express,HOWRAH JN,23:55:00,Howrah Junction,Jammu Tawi
13005,Howrah-Amritsar Mail,HOWRAH JN,19:10:00,NA,NA
51324,Baramati-Daund- Pune Passenger,Baramati,07:05:00,NA,NA
12495,BIKANER - KOLKATA CHITPUR Pratap Exp,BIKANER JN,05:30:00,NA,NA
55525,Barauni-Samastipur Passenger,BARAUNI JN,08:00:00,NA,NA
16093,Chennai Lucknow Express,CHENNAI CENTRAL,05:15:00,NA,NA
53415,Sahibganj Jamalpur Passenger,SAHIBGANJ JN,15:25:00,NA,NA
14801,Jodhpur Gandhidham Express,JODHPUR JN,20:45:00,NA,NA
52171,Gwalior Sheopur Passenger,Gwalior NG,06:25:00,NA,NA
52522,Laukaha Bazar Sakri Passenger,Jhanjharpur,15:12:00,NA,NA
55211,Muzaffarpur Raxaul Passenger,MUZAFFARPUR JN,07:50:00,NA,NA
16116,Puducherry Chennai Express,Puducherry,05:35:00,NA,NA
52232,Shahjahanpur Pilibhit Passenger,Shahjahanpur,11:15:00,NA,NA
51255,Junnor Deo Chhindwara Passenger,Junnor Deo,14:30:00,NA,NA
58434,Berhampur Cuttack Fast Passenger,BRAHMAPUR,07:30:00,NA,NA
54244,Ayodhya Mankapur Passenger,AYODHYA,18:45:00,NA,NA
53045,Mayurakshi Fast Passenger,HOWRAH JN,16:25:00,NA,NA
56824,Tiruchchirapalli Mayiladuturai Passenger,TIRUCHIRAPPALLI,07:10:00,NA,NA
12666,KANYAKUMARI - KOL HOWRAH Weekly Exp,KANYAKUMARI,07:50:00,NA,NA
17316,VELANKANNI - VASCO DA GAMA Weekly Exp,VELANKANNI,00:00:00,NA,NA
12059,Kota-Hazrat Nizamuddin Jan Shatabdi,KOTA JN,05:55:00,NA,NA
57475,Tirupati Guntakal Passenger,TIRUPATI MAIN,08:00:00,NA,NA
43551,Arakkonam Tiruttani EMU,ARAKKONAM,04:20:00,NA,NA
58409,Khurda Puri Passenger,KHURDA ROAD JN,12:30:00,NA,NA
50105,Diva Sawantwadi Passenger,DIVA,06:20:00,NA,NA
12801,Purushottam SF Express,PURI,21:50:00,NA,NA
63509,Barddhaman Asansol mEMU,BARDDHAMAN JN,07:25:00,NA,NA
56811,Mayiladuturai Tiruchchirapalli Passenger,MAYILADUTURAI JN,05:40:00,NA,NA
54611,Amritsar Batala Pathankot DMU,AMRITSAR JN,04:40:00,NA,NA
12674,Cheran Express,COIMBATORE JN,22:20:00,Coimbatore Junction,Chennai Central
54539,Nizamuddin Ambala Passenger,DELHI H NIZAMUDDIN,03:30:00,NA,NA
56711,Nagore Trichy Passenger,Nagore,12:40:00,NA,NA
51826,Farrukhabad Kanpur Passenger,FARRUKHABAD,20:40:00,NA,NA
54253,Prayag Ghat Lucknow Passenger,PRAYAG,14:40:00,NA,NA
14712,Shriganganagar Haridwar Express,SHRI GANGANAGAR,04:10:00,NA,NA
56915,Hubli Passenger Slip,CHIKJAJUR JN,03:30:00,NA,NA
56009,Arakkonam Vellore Cantt Passenger,ARAKKONAM,07:05:00,NA,NA
12532,Lucknow Gorakhpur Inter City Express,LUCKNOW JN,16:35:00,NA,NA
52102,Matheran Neral Passenger,Matheran,07:00:00,NA,NA
13245,Capital Express,NEW JALPAIGURI,14:40:00,New Jalpaiguri,Danapur
53631,Kiul Gaya Passenger,KIUL JN,18:00:00,NA,NA
58435,Bhadrakh Cuttack Fast Passenger,BHADRAKH,15:45:00,NA,NA
63505,Barddhaman Asansol mEMU,BARDDHAMAN JN,04:10:00,NA,NA
56642,Kabakaputtur Mangalore Passenger,Kabakaputtur,07:40:00,NA,NA
53554,Dumka-Jasidih Passenger,Dumka,17:00:00,NA,NA
15048,Purvanchal Express,GORAKHPUR JN,11:30:00,Gorakhpur Junction,Kolkata
52917,Nandol Dehegam Ahmedabad Passenger,NANDOL DEHEGAM,05:30:00,NA,NA
52976,Akola Ratlam Fast Pass,AKOLA JN,13:00:00,NA,NA
52252,Aishbagh Sitapur Passenger,AISHBAGH,13:35:00,NA,NA
16041,Chennai- Alapuzha Alleppey Express,CHENNAI CENTRAL,21:15:00,NA,NA
57594,Nanded Kacheguda Passenger,HUZUR SAHIB NANDED,04:55:00,NA,NA
52023,Malsar Dabhoi Mix Passenger,Malsar,04:50:00,NA,NA
64001,Delhi Panipat EMU,OLD DELHI,19:30:00,NA,NA
54614,Amritsar Batala Pathankot Passenger,PATHANKOT,08:00:00,NA,NA
19005,Saurashtra Mail,Mumbai Central,20:25:00,Mumbai Central,Veraval
12962,Avantika Express,INDORE JN BG,15:50:00,Indore Junction Bg,Mumbai Central
54469,Tundla Barhan Etah Passenger,TUNDLA JN,10:45:00,NA,NA
12739,Visakhapatnam Secunderabad Garib Rath Express,VISHAKAPATNAM,20:30:00,NA,NA
12704,Falaknuma Express,SECUNDERABAD JN,16:00:00,Secunderabad Junction,Howrah Junction
16611,Tuticorin Coimbatore Link Express,TUTICORIN,21:30:00,NA,NA
14125,Saryu Express,ALLAHABAD JN,18:15:00,NA,NA
13242,Patna Banka Express,RAJENDRA NAGAR BIHAR,23:25:00,NA,NA
51614,KATNI - KOTA Passenger,KATNI MURWARA,00:00:00,NA,NA
14163,Sangam Express Slip,ALLAHABAD JN,17:45:00,NA,NA
54581,Nangal Dam Una Himachal Passenger,NANGAL DAM,19:45:00,NA,NA
55122,Manduadih Bhatni Passenger,MANDUADIH,06:30:00,NA,NA
52288,Chhapra Thawe Passenger,LAL KUAN,19:05:00,NA,NA
55603,Guwahati Mairabari Passenger,GUWAHATI,17:30:00,NA,NA
38413,Howrah Panskura EMU,HOWRAH JN,08:00:00,NA,NA
58801,Ballarshar Gondia Passenger(Via Nagbhir ),BALHARSHAH,14:15:00,NA,NA
17308,Basava Express,BAGALKOT,14:10:00,Bagalkot,Mysore Junction
56375,Guruvayur Ernakulam Passenger,GURUVAYUR,13:20:00,NA,NA
52576,Dharmanagar Agartala Passenger,Dharmanagar,06:20:00,NA,NA
18613,Ranchi Chopan Express,RANCHI,07:50:00,NA,NA
15313,Aishbagh Bareilly Express,AISHBAGH,14:05:00,NA,NA
56812,Tiruchchirapalli Mayiladuturai Passenger,TIRUCHIRAPPALLI,18:05:00,NA,NA
55503,Samastipur-Darbhanga Passenger,SAMASTIPUR JN,06:55:00,NA,NA
47202,Falaknuma Hyderabad MMTS,KACHEGUDA FALAKNUMA,20:10:00,NA,NA
52106,Matheran Neral Passenger,Matheran,13:50:00,NA,NA
18628,Ranchi-Howrah InterCity Express,RANCHI,05:45:00,NA,NA
54613,Amritsar Pathankot DMU,AMRITSAR JN,06:15:00,NA,NA
55328,Farrukhabad Kanpur Passenger,FARRUKHABAD,05:35:00,NA,NA
59037,Virar Surat Passenger,VIRAR,17:10:00,NA,NA
18047,HOWRAH - VASCO DA GAMA Amravati Exp,HOWRAH JN,23:30:00,NA,NA
56011,Arakkonam Nandalur Passenger,ARAKKONAM,07:05:00,NA,NA
12754,New Jalpaiguri-Chennai SF Express,NEW JALPAIGURI,22:00:00,NA,NA
58537,Rayagada Vishakhapatnam Passenger,RAYAGADA,10:25:00,NA,NA
14864,Marudhar Express,JODHPUR JN,09:50:00,Jodhpur Junction,Varanasi Junction
56272,Birur Shimoga Town Passenger,BIRUR JN,08:00:00,NA,NA
56726,Rameswaram Madurai Passenger,RAMESWARAM,17:35:00,NA,NA
47194,Lingampalli Falaknuma MMTS,LINGAMPALLI,21:45:00,NA,NA
18612,Varanasi-Ranchi Express,VARANASI JN,14:50:00,NA,NA
52462,Kangra Valley Rail Passenger,JAWLMUKHI ROAD,04:45:00,NA,NA
50103,Dadar Ratnagiri Passenger,MUMBAI DADAR CENTRAL,15:35:00,NA,NA
56616,Nilambur Shoranur Fast Passenger,Nilambur Road,11:50:00,NA,NA
15003,Chauri Chaura Express,KANPUR ANWARGANJ,16:45:00,NA,NA
12459,NewDelhi-Amritsar SF InterCity,NEW DELHI,13:35:00,NA,NA
52412,Shri Ganganagar Sadulpur Passenger,SHRI GANGANAGAR,04:40:00,NA,NA
57631,Solapur-Raichur Passenger,SOLAPUR JN,04:25:00,NA,NA
12964,Mewar Express,UDAIPUR CITY,18:15:00,Udaipur City,H Nizamuddin
59460,Veraval Mumbai Central Passenger Express,VERAVAL,13:20:00,NA,NA
13307,Ganga Sutlej Express,DHANBAD JN,21:20:00,NA,NA
41007,Chennai Beach Velachery EMU,CHENNAI BEACH,05:45:00,NA,NA
54401,Khurja Meerut Passenger,KHURJA JN,06:15:00,NA,NA
58416,Cuttack Puri Passenger,PURI,08:05:00,NA,NA
55039,Gorakhpur Nautanwa Passenger,GORAKHPUR JN,06:15:00,NA,NA
56202,Mysore Chamrajnagar passenger,MYSORE JN,05:00:00,NA,NA
